Profil,Diplôme,Métier,Années d'expérience,Objectifs,Notation,Évaluation,Description de la personnalité,Université d'études,Parcours Professionnel,Historiques d'interaction,Tarif horaire en euros,Langue parlée,Localisation,Disponibilité
Mentor,Master en Marketing,Chef de publicité,12,Gérer des campagnes publicitaires de grande envergure,5.0,Très bien,Sympathique et patient,Université de Marseille,"McDonald's, Coca-Cola, Procter & Gamble",17,35.0,Français,Paris,3
Mentor,Licence en Informatique,Ingénieur en cybersécurité,15,Travailler en cybersécurité,5.0,Très bien,Sympathique et patient,Université de Lyon,"Amazon, Google, Microsoft, Apple",0,15.0,Français,Toulouse,3
Mentor,Licence en Arts Plastiques,Artiste,30,Travailler sur des projets de design graphique innovants,3.0,Moyen,Créatif et innovant,Université de Marseille,"Sotheby's, The Louvre, Gagosian Gallery, Christie's, Saatchi Gallery",8,25.0,Français,Lyon,3
Mentor,Licence en Sciences de l'Éducation,Éducateur spécialisé,19,Devenir un enseignant émérite,5.0,Très bien,Créatif et innovant,Université de Toulouse,"Harvard University, Oxford University, University of Cambridge, Massachusetts Institute of Technology",3,15.0,Anglais,Montpellier,2
Mentor,Licence en Informatique,Ingénieur en cybersécurité,8,Créer des applications web,5.0,Très bien,Sympathique et patient,Université de Lyon,Google,2,15.0,Français,Lille,3
Mentor,Doctorat en Informatique,Data scientist,21,Travailler en cybersécurité,5.0,Très bien,Analytique et organisé,Université de Marseille,Apple,16,35.0,Anglais,Lille,3
Mentor,Master en Ressources Humaines,Médiateur en conflits,7,Former le personnel dans de grandes organisations,4.0,Bien,Dynamique et enthousiaste,Université de Lyon,"Randstad, ADP, Adecco, ManpowerGroup, Kelly Services",14,35.0,Anglais,Marseille,2
Mentor,BTS en Éducation,Psychopédagogue,13,Améliorer les méthodes d'enseignement,3.0,Moyen,Dynamique et enthousiaste,Université de Lyon,"Massachusetts Institute of Technology, Oxford University",18,35.0,Anglais,Nantes,2
Mentor,Doctorat en Gestion,Contrôleur financier,20,Gérer des projets internationaux,4.0,Bien,Sociable et communicatif,Université de Toulouse,"Boston Consulting Group, McKinsey & Company",13,35.0,Français,Rennes,1
Mentor,Pharmacie,Chirurgien,24,Pratiquer la médecine pédiatrique,4.0,Bien,Analytique et organisé,Université de Marseille,"Mayo Clinic, Cleveland Clinic, Johns Hopkins Hospital",15,35.0,Anglais,Lille,1
Mentor,Doctorat en Ingénierie,Ingénieur mécanique,13,Devenir ingénieur de renom,4.0,Bien,Sociable et communicatif,Université de Toulouse,"Lockheed Martin, Boeing, Siemens",12,35.0,Anglais,Paris,2
Mentor,Licence en Finance,Comptable,18,Gérer des portefeuilles d'investissement complexes,3.0,Moyen,Sympathique et patient,Université de Toulouse,"Goldman Sachs, Bank of America, Citigroup, JPMorgan Chase, Morgan Stanley",9,25.0,Français,Lille,2
Mentor,Doctorat en Marketing,Gestionnaire de campagnes,13,Devenir responsable marketing stratégique,5.0,Très bien,Dynamique et enthousiaste,Université de Marseille,"Nike, Coca-Cola",18,35.0,Français,Nantes,1
Mentor,Master en Marketing,Gestionnaire de campagnes,14,Devenir responsable marketing stratégique,2.0,Passable,Sociable et communicatif,Université de Bordeaux,"Nike, McDonald's",3,15.0,Anglais,Paris,2
Mentor,BTS en Ingénierie,Ingénieur électrique,26,Devenir ingénieur de renom,4.0,Bien,Créatif et innovant,Université de Bordeaux,"Airbus, Boeing",6,25.0,Français,Lille,3
Mentor,BTS en Gestion,Contrôleur financier,24,Devenir directeur général d'une grande entreprise,2.0,Passable,Analytique et organisé,Université de Marseille,"Boston Consulting Group, Deloitte, Bain & Company, McKinsey & Company, PwC",4,15.0,Français,Marseille,1
Mentor,Master en Arts Numériques,Designer graphique,6,Devenir artiste renommé,5.0,Très bien,Dynamique et enthousiaste,Université de Marseille,Gagosian Gallery,11,35.0,Français,Rennes,2
Mentor,Diplôme en Sculpture,Artiste numérique,17,Devenir artiste renommé,1.0,Médiocre,Dynamique et enthousiaste,Université de Paris,"Sotheby's, Christie's, The Louvre, Gagosian Gallery, Saatchi Gallery",20,35.0,Anglais,Toulouse,3
Mentor,BTS en Psychologie,Psychologue de l'enfance,6,Devenir psychologue clinicien renommé,3.0,Moyen,Sympathique et patient,Université de Lyon,"Massachusetts General Hospital, Cleveland Clinic, Stanford Health Care",15,35.0,Français,Montpellier,2
Mentor,MBA en Gestion,Contrôleur financier,6,Gérer des projets internationaux,3.0,Moyen,Créatif et innovant,Université de Paris,Deloitte,4,15.0,Anglais,Paris,3
Mentor,BTS en Éducation,Didacticien,19,Améliorer les méthodes d'enseignement,3.0,Moyen,Sociable et communicatif,Université de Marseille,Harvard University,12,35.0,Anglais,Lille,3
Mentor,Licence en Gestion,Responsable des ressources humaines,9,Devenir directeur général d'une grande entreprise,1.0,Médiocre,Dynamique et enthousiaste,Université de Lyon,Deloitte,19,35.0,Français,Rennes,2
Mentor,Master en Gestion,Contrôleur financier,10,Gérer des projets internationaux,3.0,Moyen,Dynamique et enthousiaste,Université de Bordeaux,"PwC, McKinsey & Company, Boston Consulting Group, Deloitte",18,35.0,Anglais,Lyon,1
Mentor,BTS en Ressources Humaines,Responsable RH,8,Former le personnel dans de grandes organisations,1.0,Médiocre,Analytique et organisé,Université de Toulouse,"ManpowerGroup, Kelly Services, Randstad, Adecco, ADP",17,35.0,Anglais,Marseille,1
Mentor,Master en Ressources Humaines,Responsable RH,14,Former le personnel dans de grandes organisations,1.0,Médiocre,Sociable et communicatif,Université de Bordeaux,Kelly Services,13,35.0,Français,Lille,1
Mentor,BTS en Ressources Humaines,Médiateur en conflits,5,Devenir expert en gestion des talents,1.0,Médiocre,Sympathique et patient,Université de Toulouse,"Kelly Services, Adecco, ADP",17,35.0,Français,Strasbourg,2
Mentor,Licence en Gestion,Contrôleur financier,28,Gérer des projets internationaux,3.0,Moyen,Sympathique et patient,Université de Paris,"PwC, Boston Consulting Group, McKinsey & Company, Bain & Company",6,25.0,Anglais,Toulouse,2
Mentor,DES en Médecine,Médecin généraliste,16,Devenir spécialiste en chirurgie,5.0,Très bien,Créatif et innovant,Université de Paris,"Massachusetts General Hospital, Mayo Clinic, Stanford Health Care",1,15.0,Anglais,Paris,3
Mentor,Certificat en Psychologie,Psychologue clinicien,7,Devenir psychologue clinicien renommé,3.0,Moyen,Créatif et innovant,Université de Paris,Stanford Health Care,20,35.0,Anglais,Lille,3
Mentor,Licence en Marketing,Gestionnaire de campagnes,30,Gérer des campagnes publicitaires de grande envergure,5.0,Très bien,Sociable et communicatif,Université de Bordeaux,"McDonald's, Procter & Gamble, Amazon Advertising, Nike",2,15.0,Français,Toulouse,3
Mentor,Doctorat en Finance,Gestionnaire de portefeuille,20,Devenir analyste financier senior,3.0,Moyen,Créatif et innovant,Université de Toulouse,"Goldman Sachs, JPMorgan Chase",11,35.0,Français,Lille,2
Mentor,BTS en Éducation,Didacticien,24,Améliorer les méthodes d'enseignement,5.0,Très bien,Dynamique et enthousiaste,Université de Marseille,"Oxford University, University of Cambridge, Stanford University, Harvard University",20,35.0,Anglais,Marseille,3
Mentor,Master en Arts Numériques,Artiste,19,Travailler sur des projets de design graphique innovants,4.0,Bien,Sympathique et patient,Université de Paris,"Christie's, Saatchi Gallery, Gagosian Gallery, Sotheby's, The Louvre",10,25.0,Français,Lille,1
Mentor,Doctorat en Ressources Humaines,Responsable RH,27,Former le personnel dans de grandes organisations,1.0,Médiocre,Sympathique et patient,Université de Bordeaux,"Kelly Services, ADP, Randstad, Adecco",1,15.0,Français,Nantes,1
Mentor,BTS en Design Graphique,Designer graphique,16,Travailler sur des projets de design graphique innovants,3.0,Moyen,Dynamique et enthousiaste,Université de Toulouse,"Sotheby's, Saatchi Gallery, The Louvre, Gagosian Gallery",16,35.0,Anglais,Lyon,3
Mentor,Master en Finance,Comptable,15,Gérer des portefeuilles d'investissement complexes,2.0,Passable,Analytique et organisé,Université de Toulouse,"JPMorgan Chase, Goldman Sachs, Morgan Stanley, Bank of America",0,15.0,Anglais,Strasbourg,1
Mentor,MBA en Finance,Analyste financier,22,Gérer des portefeuilles d'investissement complexes,2.0,Passable,Analytique et organisé,Université de Marseille,"Goldman Sachs, JPMorgan Chase, Citigroup, Morgan Stanley, Bank of America",11,35.0,Anglais,Montpellier,2
Mentor,Diplôme d'Ingénieur,Ingénieur civil,20,Devenir ingénieur de renom,1.0,Médiocre,Dynamique et enthousiaste,Université de Marseille,"Siemens, General Electric",2,15.0,Anglais,Lyon,3
Mentor,BTS en Ressources Humaines,Formateur,30,Former le personnel dans de grandes organisations,5.0,Très bien,Dynamique et enthousiaste,Université de Lyon,"Adecco, ManpowerGroup, ADP, Randstad",4,15.0,Anglais,Rennes,1
Mentor,Licence en Psychologie,Psychologue scolaire,8,Faire de la recherche en psychologie,4.0,Bien,Sociable et communicatif,Université de Paris,"Mayo Clinic, Johns Hopkins Hospital, Stanford Health Care",1,15.0,Anglais,Lyon,1
Mentor,Master en Arts Numériques,Artiste numérique,25,Devenir artiste renommé,1.0,Médiocre,Créatif et innovant,Université de Bordeaux,"Gagosian Gallery, The Louvre",20,35.0,Français,Strasbourg,3
Mentor,Certificat en Psychologie,Psychologue scolaire,17,Devenir psychologue clinicien renommé,1.0,Médiocre,Analytique et organisé,Université de Paris,"Stanford Health Care, Massachusetts General Hospital, Cleveland Clinic, Mayo Clinic",15,35.0,Anglais,Montpellier,2
Mentor,BTS en Psychologie,Psychologue de l'enfance,8,Faire de la recherche en psychologie,4.0,Bien,Sociable et communicatif,Université de Toulouse,"Cleveland Clinic, Mayo Clinic",5,25.0,Français,Bordeaux,1
Mentor,Internat en Médecine,Chirurgien,27,Pratiquer la médecine pédiatrique,4.0,Bien,Sympathique et patient,Université de Paris,"Massachusetts General Hospital, Cleveland Clinic, Mayo Clinic, Stanford Health Care, Johns Hopkins Hospital",20,35.0,Anglais,Lyon,1
Mentor,Licence en Arts Plastiques,Sculpteur,8,Devenir artiste renommé,4.0,Bien,Sociable et communicatif,Université de Lyon,Saatchi Gallery,6,25.0,Français,Lille,2
Mentor,Licence en Arts Plastiques,Artiste,12,Devenir artiste renommé,3.0,Moyen,Sociable et communicatif,Université de Paris,"Sotheby's, Saatchi Gallery, Gagosian Gallery, Christie's, The Louvre",7,25.0,Anglais,Marseille,3
Mentor,BTS en Ressources Humaines,Formateur,20,Former le personnel dans de grandes organisations,4.0,Bien,Sociable et communicatif,Université de Paris,"Randstad, Kelly Services, ADP, ManpowerGroup",8,25.0,Français,Lille,3
Mentor,Doctorat en Ressources Humaines,Recruteur,26,Former le personnel dans de grandes organisations,1.0,Médiocre,Créatif et innovant,Université de Marseille,"ADP, Randstad, Kelly Services, Adecco",4,15.0,Français,Montpellier,2
Mentor,Master en Gestion,Directeur général,25,Gérer des projets internationaux,5.0,Très bien,Dynamique et enthousiaste,Université de Lyon,"McKinsey & Company, PwC, Boston Consulting Group",9,25.0,Français,Rennes,3
Mentor,Doctorat en Médecine,Pédiatre,10,Devenir spécialiste en chirurgie,5.0,Très bien,Sociable et communicatif,Université de Paris,"Massachusetts General Hospital, Stanford Health Care, Cleveland Clinic, Mayo Clinic",0,15.0,Français,Lille,2
Mentor,Certificat en Marketing,Responsable marketing,7,Devenir responsable marketing stratégique,3.0,Moyen,Dynamique et enthousiaste,Université de Paris,"McDonald's, Amazon Advertising, Procter & Gamble, Nike, Coca-Cola",14,35.0,Anglais,Lille,1
Mentor,Diplôme en Sculpture,Sculpteur,28,Travailler sur des projets de design graphique innovants,2.0,Passable,Sociable et communicatif,Université de Marseille,"Gagosian Gallery, Christie's, Sotheby's",5,25.0,Français,Toulouse,1
Mentor,Licence en Sciences de l'Éducation,Didacticien,13,Devenir un enseignant émérite,2.0,Passable,Dynamique et enthousiaste,Université de Marseille,"Oxford University, University of Cambridge, Harvard University, Massachusetts Institute of Technology, Stanford University",0,15.0,Français,Rennes,3
Mentor,Ingénieur en Informatique,Développeur web,29,Devenir expert en IA,5.0,Très bien,Sociable et communicatif,Université de Toulouse,"IBM, Apple",3,15.0,Français,Toulouse,1
Mentor,Licence en Sciences de l'Éducation,Enseignant,24,Devenir un enseignant émérite,2.0,Passable,Créatif et innovant,Université de Toulouse,Massachusetts Institute of Technology,1,15.0,Anglais,Marseille,2
Mentor,Master en Finance,Gestionnaire de portefeuille,9,Devenir analyste financier senior,3.0,Moyen,Dynamique et enthousiaste,Université de Paris,"Goldman Sachs, Citigroup, Morgan Stanley, Bank of America",8,25.0,Anglais,Montpellier,1
Mentor,Ingénieur en Informatique,Développeur logiciel,7,Travailler en cybersécurité,1.0,Médiocre,Sociable et communicatif,Université de Paris,"Apple, IBM, Google, Amazon, Microsoft",8,25.0,Français,Strasbourg,1
Mentor,BTS en Marketing,Responsable marketing,23,Gérer des campagnes publicitaires de grande envergure,1.0,Médiocre,Sympathique et patient,Université de Bordeaux,"Nike, Procter & Gamble, McDonald's, Amazon Advertising, Coca-Cola",7,25.0,Anglais,Paris,3
Mentor,Master en Ingénierie,Ingénieur logiciel,17,Concevoir des produits mécaniques innovants,3.0,Moyen,Sympathique et patient,Université de Paris,"General Electric, Airbus, Siemens, Boeing",11,35.0,Français,Lyon,3
Mentor,Licence en Marketing,Analyste de marché,28,Devenir responsable marketing stratégique,4.0,Bien,Dynamique et enthousiaste,Université de Bordeaux,"Amazon Advertising, Procter & Gamble, Coca-Cola",8,25.0,Français,Bordeaux,1
Mentor,Licence en Finance,Gestionnaire de portefeuille,13,Gérer des portefeuilles d'investissement complexes,5.0,Très bien,Dynamique et enthousiaste,Université de Toulouse,"Citigroup, Goldman Sachs, JPMorgan Chase, Morgan Stanley",1,15.0,Anglais,Marseille,3
Mentor,Certificat en Didactique,Éducateur spécialisé,22,Devenir un enseignant émérite,3.0,Moyen,Sociable et communicatif,Université de Lyon,"Massachusetts Institute of Technology, University of Cambridge, Oxford University",17,35.0,Anglais,Nantes,1
Mentor,BTS en Psychologie,Conseiller en orientation,9,Faire de la recherche en psychologie,1.0,Médiocre,Sociable et communicatif,Université de Lyon,"Johns Hopkins Hospital, Mayo Clinic",9,25.0,Anglais,Bordeaux,3
Mentor,Doctorat en Gestion,Directeur général,12,Gérer des projets internationaux,5.0,Très bien,Dynamique et enthousiaste,Université de Toulouse,"McKinsey & Company, Boston Consulting Group, Deloitte, Bain & Company",7,25.0,Anglais,Nantes,3
Mentor,Doctorat en Médecine,Gynécologue,8,Pratiquer la médecine pédiatrique,5.0,Très bien,Dynamique et enthousiaste,Université de Bordeaux,"Johns Hopkins Hospital, Massachusetts General Hospital, Mayo Clinic, Stanford Health Care",10,25.0,Français,Montpellier,1
Mentor,Licence en Gestion,Responsable des ressources humaines,25,Devenir directeur général d'une grande entreprise,5.0,Très bien,Analytique et organisé,Université de Toulouse,"McKinsey & Company, Bain & Company",7,25.0,Français,Bordeaux,2
Mentor,Master en Ingénierie,Ingénieur civil,13,Concevoir des produits mécaniques innovants,4.0,Bien,Dynamique et enthousiaste,Université de Lyon,"Boeing, Lockheed Martin, Airbus, Siemens, General Electric",9,25.0,Anglais,Lille,1
Mentor,Doctorat en Informatique,Développeur web,12,Devenir expert en IA,4.0,Bien,Analytique et organisé,Université de Marseille,"Apple, Microsoft, Google",14,35.0,Anglais,Marseille,2
Mentor,Master en Gestion,Directeur général,16,Devenir directeur général d'une grande entreprise,2.0,Passable,Sociable et communicatif,Université de Bordeaux,"PwC, Bain & Company, Deloitte, Boston Consulting Group, McKinsey & Company",5,25.0,Anglais,Toulouse,3
Mentor,Doctorat en Marketing,Chef de publicité,25,Devenir responsable marketing stratégique,2.0,Passable,Sociable et communicatif,Université de Toulouse,"Nike, Amazon Advertising, Procter & Gamble, McDonald's",16,35.0,Anglais,Bordeaux,3
Mentor,Doctorat en Psychologie,Psychologue de l'enfance,25,Faire de la recherche en psychologie,5.0,Très bien,Analytique et organisé,Université de Paris,"Stanford Health Care, Johns Hopkins Hospital, Cleveland Clinic",13,35.0,Anglais,Nantes,1
Mentor,BTS en Finance,Analyste financier,25,Gérer des portefeuilles d'investissement complexes,5.0,Très bien,Sympathique et patient,Université de Bordeaux,"JPMorgan Chase, Morgan Stanley, Bank of America",10,25.0,Français,Strasbourg,3
Mentor,Certificat en Peinture,Artiste numérique,25,Devenir artiste renommé,1.0,Médiocre,Sociable et communicatif,Université de Marseille,"The Louvre, Sotheby's",1,15.0,Français,Lyon,1
